"DCODE","DISTNAME","DISTCOUNTY","CC","AVG.FTE","RNK.FTE","LOCREV","AVG.LOCREV","RNK.LOCREV","STREV","AVG.STREV","RNK.STREV","FEDREV","AVG.FEDREV","RNK.FEDREV","TOTREV","AVG.TOTREV","RNK.TOTREV","BASINS","AVG.BASINS","RNK.BASINS","ADDINS","AVG.ADDINS","RNK.ADDINS","AEINS","AVG.AEINS","RNK.AEINS","ITOT","AVG.ITOT","RNK.ITOT","ISAL","AVG.ISAL","RNK.ISAL","ISSUP","AVG.ISSUP","RNK.ISSUP","ADM","AVG.ADM","RNK.ADM","FACACQ","AVG.FACACQ","RNK.FACACQ","OPNMNT","AVG.OPNMNT","RNK.OPNMNT","TRANS","AVG.TRANS","RNK.TRANS","SSTOT","AVG.SSTOT","RNK.SSTOT","SSSAL","AVG.SSSAL","RNK.SSSAL","COE","AVG.COE","RNK.COE","TOTEXP","AVG.TOTEXP","RNK.TOTEXP","T.SAL","AVG.T.SAL","RNK.T.SAL","HSEV","AVG.HSEV","RNK.HSEV","NHSEV","AVG.NHSEV","RNK.NHSEV","P.TCHR","AVG.P.TCHR","RNK.P.TCH","GROUP","AEPUPILS.A","AEPUPILS.S","YEAR","id"
15010,"Beaver Island Community School","CHARLEVOIX",15,65,751,1764645.63,27148,3,123906.86,1906,751,145991.29,2246,54,2034543.78,31301,4,977513.03,15039,4,147430.83,2268,30,0,0,0,1124943.86,17307,3,934439.83,14376,4,136558.97,2101,14,423696.44,6518,2,0,0,0,231567.84,3563,6,11173.41,172,566,802996.66,12354,3,390897.27,6014,5,1927940.52,29661,3,2000761.83,30781,4,483274.19,57877,257,1.29009235684516e-316,401719,17,4.54059490436911e-316,1413887,5,8.35,8,775,"N",0,0,2011,"201115010"
15020,"Boyne City Public Schools","CHARLEVOIX",15,1272.6,326,6503943.07,5111,70,4049520.59,3182,736,1610047.05,1265,191,12510968.35,9831,188,7157419.55,5624,57,1693267.07,1331,224,0,0,0,8850686.62,6955,72,8160151.52,6412,59,862005.56,677,351,1066848.33,838,743,0,0,0,1296076.32,1018,252,521432.95,410,320,3746363.16,2944,493,2578601.04,2026,242,12597049.78,9899,133,13063933.52,10266,134,3928530.02,61383,165,1.17562516776292e-315,186979,106,1.52796077092305e-315,243016,60,64,20,509,"L",0,0,2011,"201115020"
15030,"Boyne Falls Public School District","CHARLEVOIX",15,217.84,687,2338314.04,10734,22,131143.8,602,773,205623.09,944,309,2688468.73,12341,61,1330739.75,6109,40,289795.71,1330,225,0,0,0,1620535.46,7439,50,1469613.79,6746,45,172282.72,791,271,582565.52,2674,52,0,0,0,223664.46,1027,247,105462.82,484,197,1083975.52,4976,87,429228.54,1970,267,2704510.98,12415,49,2731147.99,12537,54,640171.8,55667,310,1.87231853305811e-316,173963,124,5.51072792804581e-316,512020,26,11.5,19,577,"N",0,0,2011,"201115030"
15050,"Charlevoix Public Schools","CHARLEVOIX",15,1099.01,365,7964428.05,7247,40,2134074.84,1942,748,884955.99,805,404,10992562.89,10002,162,6016303.29,5474,66,1743466.55,1586,112,0,0,0,7759769.84,7061,62,6820557.87,6206,76,598191.52,544,449,1182833.54,1076,503,0,0,0,1091816.98,993,273,443217.27,403,336,3316059.31,3017,451,2284691.5,2079,220,11075829.15,10078,121,11200428.99,10191,139,3102651.19,58651,227,1.59646084823666e-315,294017,35,1.89978763436084e-315,349880,38,52.9,21,422,"L",0,0,2011,"201115050"
15060,"East Jordan Public Schools","CHARLEVOIX",15,1057.4,373,4019230.18,3801,96,4414932.89,4175,718,1156437.51,1094,246,9696385.82,9170,330,5408872.7,5115,122,1393958.48,1318,231,27853.88,0,0,6830685.06,6460,118,6375208.73,6029,98,457553.67,433,541,1098161.94,1039,542,0,0,0,775300.31,733,578,458540.8,434,280,2789556.72,2638,636,2071833.57,1959,278,9620241.78,9098,237,9849030.44,9314,265,3064571.2,64368,110,8.51428273075335e-316,162976,151,9.04707037633489e-316,173175,82,47.61,22,316,"L",0,0,2011,"201115060"
16015,"Cheboygan Area Schools","CHEBOYGAN",16,2005.32,220,6065440.94,3025,130,9942239.99,4958,690,1978134.14,986,288,18261806.3,9107,347,8227106.59,4103,532,3991152.94,1990,46,0,0,0,12218259.53,6093,195,11266108.98,5618,191,443987.96,221,700,2136630.95,1065,513,0,0,0,1599999.32,798,487,1123758.65,560,109,5304376.88,2645,633,3919317.53,1954,282,17522636.41,8738,336,17869461.7,8911,384,4522002.78,57974,251,1.35529373570513e-315,136793,245,1.38874589786915e-315,140170,105,78,26,50,"J",0,0,2011,"201116015"
16050,"Inland Lakes Schools","CHEBOYGAN",16,895.24,411,4181733.66,4671,77,2869546.44,3205,734,653121.51,730,473,7853874.64,8773,456,3739000.19,4177,497,1278645.11,1428,172,26686.37,0,0,5044331.67,5635,326,4594668.52,5132,340,132047.63,147,731,934316.18,1044,536,0,0,0,609073.85,680,656,332343.56,371,379,2007781.22,2243,756,1342352.86,1499,516,7052112.89,7877,628,7461209.99,8334,582,2011365.59,54657,339,8.40732863490575e-316,190079,99,1.05464153442945e-315,238441,62,36.8,24,119,"M",0,0,2011,"201116050"
16070,"Mackinaw City Public Schools","CHEBOYGAN",16,188.3,699,2075436.99,11022,21,64889.07,345,780,92252.64,490,700,2243655.7,11915,71,1558641.92,8277,18,114456.47,608,692,0,0,0,1673098.39,8885,23,1620480.22,8606,17,63372.39,337,622,303348.01,1611,241,0,0,0,206338.3,1096,218,57199.76,304,479,630258.46,3347,321,483500.95,2568,84,2303356.85,12232,52,2339921.54,12427,57,851439.56,55650,311,1.58634212195504e-316,170515,134,5.61578303317706e-316,603636,21,15.3,12,757,"N",0,0,2011,"201116070"
16100,"Wolverine Community School District","CHEBOYGAN",16,333,616,938243.58,2818,151,2135233.23,6412,508,294075.74,883,346,3367944.98,10114,148,1798619.44,5401,75,480201.25,1442,164,0,0,0,2278820.69,6843,79,2158265.57,6481,56,285.7,1,771,596125.79,1790,187,0,0,0,291329.61,875,380,153191.43,460,238,1040932.53,3126,396,706146.33,2121,202,3319753.22,9969,127,3380406.36,10151,142,1038593.73,48990,481,1.99632115452049e-316,121339,317,2.21466467233154e-316,134611,113,21.2,16,696,"N",0,0,2011,"201116100"
17010,"Sault Ste. Marie Area Schools","CHIPPEWA",17,2501.4,181,5258852.36,2102,222,14360204.33,5741,631,3041131.26,1216,211,22693628.87,9072,357,9653590.2,3859,589,3540253.48,1415,177,31216.41,0,0,13225060.09,5287,473,12435955.63,4972,414,2082782.06,833,241,2578241.42,1031,555,0,0,0,2421325.88,968,292,1250542.21,500,172,8332891.57,3331,327,5191840.03,2076,223,21557951.66,8618,374,21845412.12,8733,443,5729193.48,57235,271,1.34428215869162e-315,108773,381,1.05064871326864e-315,85014,186,100.1,25,74,"I",0,0,2011,"201117010"
17050,"DeTour Area Schools","CHIPPEWA",17,153,712,2432965.51,15902,12,212453.35,1389,761,119517.24,781,424,2770648.08,18109,24,1510671.09,9874,13,75339.13,492,718,0,0,0,1586010.22,10366,18,1458645.06,9534,13,68250.13,446,529,401765.65,2626,57,0,0,0,297141.41,1942,50,182578.13,1193,12,949735.32,6207,36,503300.72,3290,30,2535745.54,16574,19,2657143.22,17367,26,856128.65,74836,25,3.44178747329607e-316,455311,13,5.37027939283688e-316,710429,15,11.44,13,746,"N",0,0,2011,"201117050"
17090,"Pickford Public Schools","CHIPPEWA",17,617.65,511,1089666.09,1764,282,3608299.3,5842,624,1830298.04,2963,31,7058637.64,11428,85,2706951.19,4986,157,340507.3,627,681,175461.04,2346,66,3222919.53,5218,502,2776417.85,4495,540,282393.01,457,515,603308.75,977,618,0,0,0,408397.26,661,671,279309.99,452,250,1573409.01,2547,676,885140.67,1433,536,4796328.54,7765,665,7200225.79,11657,81,1258898.51,44865,526,2.34759659161778e-316,76930,496,1.39004331919578e-316,45551,366,28.06,19,577,"M",39.14,35.65,2011,"201117090"
17110,"Rudyard Area Schools","CHIPPEWA",17,852.61,416,1290137.42,1513,335,5736081.25,6728,392,1996729.21,2342,50,9027058.9,10588,118,3973020.91,4660,266,1312456.11,1539,129,0,0,0,5285477.02,6199,170,4941014.65,5795,147,561858.62,659,361,1146703.96,1345,324,0,0,0,719854,844,415,629767.92,739,33,3058184.5,3587,263,1848193.75,2168,180,8343661.52,9786,141,8733266.47,10243,137,2196862.05,50260,455,2.92707502174138e-316,69486,506,2.60194954055375e-316,61768,275,43.71,20,509,"M",0,0,2011,"201117110"
17140,"Brimley Area Schools","CHIPPEWA",17,498.42,553,1197082.08,2402,187,2722413.43,5462,661,1658809.52,3328,27,5578305.03,11192,91,2938245.12,5895,52,797880.35,1601,110,0,0,0,3736125.47,7496,48,3394071.71,6810,43,208193.74,418,557,758512.02,1522,256,0,0,0,463764.23,930,324,363864.38,730,37,1794334.37,3600,258,1237541.95,2483,99,5530459.84,11096,81,5546331.43,11128,97,1648388.07,53037,395,2.34650139630064e-316,95289,446,2.62891925018298e-316,106757,144,31.08,16,696,"N",0,0,2011,"201117140"
17160,"Whitefish Township Schools","CHIPPEWA",17,51,760,853526.44,16736,11,224938.48,4411,711,76385.66,1498,136,1156045.93,22668,11,558550.8,10952,7,87334.93,1712,85,0,0,0,645885.73,12664,6,604120.99,11846,7,58875.03,1154,108,252367.08,4948,8,0,0,0,139799.56,2741,14,64533.79,1265,11,515575.46,10109,8,350554.85,6874,2,1161461.19,22774,6,1194046.39,23413,8,307271.26,43896,537,9.80962448567901e-317,389312,19,2.2785105524482e-316,904266,11,7,7,780,"N",0,0,2011,"201117160"
17901,"Joseph K. Lumsden Bahweting Anishnabe Academy","CHIPPEWA",17,458,565,62034.38,135,688,3344918.86,7303,219,4593501.6,10029,2,8001028.34,17469,26,3225428.53,7042,23,1371307.81,2994,13,0,0,0,4596736.34,10037,20,3961460.86,8649,16,567673.48,1239,87,1093989.28,2389,75,0,0,0,844175.52,1843,62,262105.77,572,96,2767944.05,6044,40,1333209,2911,47,7364680.39,16080,23,7841737.1,17122,28,1560438.53,39919,559,0,0,0,0,0,0,39.09,12,757,"N",0,0,2011,"201117901"
18010,"Clare Public Schools","CLARE",18,1599.19,269,1972112.81,1233,411,9934967.93,6213,563,1260305.82,788,419,13182293.93,8243,682,6783753.93,4310,441,1754294.08,1115,355,39795.73,1573,98,8577843.74,5364,438,7979117.76,4989,404,656050.87,410,560,1605884.04,1004,588,0,0,0,1553679.19,972,289,375985.5,235,536,4191599.6,2621,644,2720043.97,1701,441,12769443.34,7985,593,13070180.56,8173,646,4021067.53,55578,313,6.74883682211784e-316,85417,477,4.16681576523505e-316,52738,319,72.35,22,316,"K",16.9,8.4,2011,"201118010"
18020,"Farwell Area Schools","CLARE",18,1455,298,4048972.75,2783,152,7182680.79,4937,691,1656005.49,1138,236,12968101.1,8913,419,6930952.94,4764,218,1799985.2,1237,282,0,0,0,8730938.14,6001,215,7897762.41,5428,236,614021.62,422,552,1529053.11,1051,525,0,0,0,928308.77,638,693,723764.22,497,175,3795147.72,2608,646,2195510.36,1509,512,12526085.86,8609,377,13104018.92,9006,357,3874230.73,55346,319,9.3237033143832e-316,129700,278,1.06382147669609e-315,147986,99,70,21,422,"L",0,0,2011,"201118020"
18060,"Harrison Community Schools","CLARE",18,1549.79,277,3894348.53,2513,177,7971831.57,5144,681,2146868.93,1385,160,14041269.03,9060,365,6848562.2,4419,389,3010646.06,1943,52,0,0,0,9859208.26,6362,134,9281521.53,5989,103,751241.76,485,502,1464722.32,945,650,0,0,0,1071345.2,691,641,796988.43,514,148,4084297.71,2635,638,1630678.43,1052,573,13943505.97,8997,263,14267526.07,9206,294,3584577.84,60245,190,9.13084538240784e-316,119249,328,9.99330114635113e-316,130512,119,59.5,26,50,"K",0,0,2011,"201118060"
19010,"DeWitt Public Schools","CLINTON",19,3022.68,135,2445126.11,809,529,20559338.49,6802,365,1196955.37,396,748,24250586.15,8023,742,13675771.99,4524,332,2260031.22,748,630,0,0,0,15935803.21,5272,480,15045450.2,4978,411,1546689.09,512,474,2867273.56,949,646,0,0,0,2129739.32,705,614,692458.44,229,538,7236160.41,2394,726,4562147.76,1509,512,23171963.62,7666,682,23502665.39,7775,736,8376090.41,61458,162,2.03150868768094e-315,136032,248,3.44777960026196e-316,23087,514,136.29,22,316,"H",0,0,2011,"201119010"
19070,"Fowler Public Schools","CLINTON",19,546.73,529,457584.09,837,524,3797766.28,6946,319,263208.7,481,707,4518559.07,8265,675,2623285.72,4798,207,423731.59,775,614,0,0,0,3047017.31,5573,360,2715346.77,4967,420,129231.2,236,692,585628.92,1071,507,0,0,0,330647.2,605,720,147249.38,269,510,1192756.7,2182,764,870187.94,1592,480,4239774.01,7755,668,4323133.16,7907,709,1449012.03,57160,274,3.92608445318774e-316,145346,211,3.73031024933125e-317,13810,545,25.35,22,316,"M",0,0,2011,"201119070"
19100,"Bath Community Schools","CLINTON",19,992.72,389,1841234.53,1855,269,6233974.44,6280,545,449917,453,728,8605364.22,8668,501,4509935.02,4543,318,632341.09,637,674,0,0,0,5142276.11,5180,514,4791144.49,4826,465,411191.26,414,558,1223821.11,1233,384,0,0,0,855212.3,861,395,276029.68,278,504,2766254.35,2787,558,1777891.17,1791,383,7908530.46,7967,596,8056187.37,8115,668,2618011.29,57337,269,8.7847813497429e-316,179110,117,3.20276044069409e-316,65300,255,45.66,22,316,"M",0,0,2011,"201119100"
19120,"Ovid-Elsie Area Schools","CLINTON",19,1765.15,246,1364143.36,773,539,12778076.52,7239,246,992731.25,562,649,15469398.97,8764,462,7572269.1,4290,448,1743411.88,988,453,51634.26,0,0,9367315.24,5307,464,8264926.9,4682,500,965496.08,547,446,1644059.13,931,665,0,0,0,1577082.88,893,358,894123.57,507,157,5080761.66,2878,522,3613327.64,2047,238,14448076.9,8185,534,14887539.91,8434,544,4087662.83,54502,344,1.01871771499963e-315,116812,340,1.67314174850527e-316,19185,534,75,24,119,"K",0,0,2011,"201119120"
19125,"Pewamo-Westphalia Community Schools","CLINTON",19,713.26,468,601007.88,843,521,5003550.33,7015,300,134234.27,188,778,5801554.13,8134,721,2940864.23,4123,523,668877.52,938,491,0,0,0,3609741.75,5061,542,3310826.47,4642,515,248386.77,348,607,704516.78,988,609,0,0,0,610534.52,856,402,391515.17,549,118,1954953.24,2741,588,1345266.7,1886,329,5564694.99,7802,649,5721955.06,8022,684,1703792.83,54486,345,5.89584365045652e-316,167307,142,5.90546340502044e-317,16758,544,31.27,23,226,"M",0,0,2011,"201119125"
19140,"St. Johns Public Schools","CLINTON",19,3193.02,124,4548306.19,1424,357,21072635.73,6600,443,1509782.97,473,712,27269296.01,8540,554,13103436.75,4104,531,3722295.04,1166,326,0,0,0,16825731.79,5270,481,15660632.57,4905,443,1237517.16,388,575,3133357.66,981,614,0,0,0,2963890.03,928,327,1284879.31,402,338,8619644.16,2700,608,6160758.97,1929,298,25445375.95,7969,595,26303784.36,8238,628,8042536.5,59346,210,2.41544820777122e-315,153113,181,6.19347635471567e-316,39260,406,135.52,24,119,"H",0,0,2011,"201119140"
20015,"Crawford AuSable Schools","CRAWFORD",20,1773.08,243,5627314.29,3174,123,8050513.61,4540,709,1925295.05,1086,251,15710711.12,8861,435,7759563.44,4441,381,2203019.95,1261,270,56672.76,2203,70,10019256.15,5651,320,9201916.27,5190,315,1151261.93,649,368,1768827.92,998,595,0,0,0,1445460.51,815,459,643390.55,363,388,5008940.91,2825,547,3441727.66,1941,291,15028197.06,8476,432,15481915.88,8732,445,4310079.85,53876,365,9.62191718806155e-316,109837,373,1.37495653063438e-315,156955,92,80,22,316,"K",16.24,9.48,2011,"201120015"
21010,"Escanaba Area Public Schools","DELTA",21,2611.06,174,4207328.02,1611,313,15875531.49,6080,595,1880746.43,720,484,22203791.4,8504,569,11233756.63,4302,447,3542707.66,1357,211,0,0,0,14776464.29,5659,315,13769464.59,5274,288,2247993.79,861,223,2266698.67,868,722,0,0,0,1791561.99,686,647,1231510.04,472,219,7537764.49,2887,516,5591123.62,2141,190,22314228.78,8546,404,22869721.12,8759,435,6213035.84,58774,223,1.42560330374335e-315,110509,370,9.69873456408351e-316,75182,219,105.71,25,74,"I",0,0,2011,"201121010"
21025,"Gladstone Area Schools","DELTA",21,1577.01,274,1227013.76,778,536,10513445.08,6667,414,885625.07,562,649,12626083.91,8006,744,6608926.91,4191,490,1357642.38,861,554,0,0,0,7966569.29,5052,543,7412481.45,4700,496,707410.89,449,527,1608089.44,1020,566,0,0,0,1096435.5,695,633,573189.59,363,388,3985125.42,2527,680,2821875.88,1789,384,11951694.71,7579,698,12235951.28,7759,739,3528911.05,52907,400,8.05614529164486e-316,103397,408,2.45492484337897e-316,31508,465,66.7,24,119,"K",0,0,2011,"201121025"
21060,"Rapid River Public Schools","DELTA",21,389,596,1113193.71,2862,147,1892345.55,4865,693,325717.85,837,382,3355239.56,8625,518,1703064.67,4378,408,308887.62,794,606,0,0,0,2011952.29,5172,517,1837335.95,4723,490,154838.03,398,566,537349.88,1381,310,0,0,0,355991.96,915,338,222419.12,572,96,1270598.99,3266,343,759090.62,1951,286,3282551.28,8438,441,3332155.76,8566,502,918602.41,55337,320,2.72286726553006e-316,141675,226,2.60169484971332e-316,135370,112,16.6,23,226,"N",0,0,2011,"201121060"
21065,"Big Bay De Noc School District","DELTA",21,246.75,664,1486979.68,6026,54,454109.42,1840,753,427641.98,1733,93,2444645.1,9907,172,1057185.18,4284,457,330706.17,1340,219,0,0,0,1387891.35,5625,331,1265384.06,5128,342,33399.73,135,734,434673.42,1762,200,0,0,0,243318.86,986,277,226661.33,919,18,938053.34,3802,223,463594.68,1879,336,2325944.69,9426,188,2359174.78,9561,224,506947.32,34818,581,2.43370818234961e-316,199630,85,3.96153801105454e-316,324954,43,14.56,17,666,"N",0,0,2011,"201121065"
21090,"Bark River-Harris School District","DELTA",21,687,480,495281.76,721,550,4572876.11,6656,418,580367.72,845,376,5658982.77,8237,686,3175928.7,4623,283,494581.41,720,645,0,0,0,3670510.11,5343,449,3203865.62,4664,505,198637.89,289,664,641724.8,934,663,0,0,0,363880.37,530,749,311657.26,454,247,1515900.32,2207,760,1099441.25,1600,478,5186410.43,7549,702,5446044.76,7927,707,1482102.64,50774,444,2.22682866734528e-316,65606,513,9.89992782816329e-317,29167,479,29.19,24,119,"M",0,0,2011,"201121090"
21135,"Mid Peninsula School District","DELTA",21,227.03,678,624412.56,2750,157,1184736.2,5218,676,96860,427,740,1906008.76,8395,625,961649.62,4236,476,197729.64,871,544,0,0,0,1159379.26,5107,536,1068224.24,4705,494,995.83,4,770,295236.2,1300,342,0,0,0,187519.26,826,440,161353.32,711,40,645104.61,2841,537,448330.37,1975,262,1804483.87,7948,603,1852704.87,8161,655,462655,37985,569,1.65558576806564e-316,147599,203,1.66774749037741e-316,148683,98,12.18,19,577,"N",0,0,2011,"201121135"
22010,"Iron Mountain Public Schools","DICKINSON",22,1304.31,320,1670207.49,1281,394,6754862.38,5179,678,916796.45,703,501,9426558.12,7227,782,5462187.91,4348,424,967417.28,770,618,0,0,0,6429605.19,4930,571,5903700.2,4526,533,473454.32,363,593,1058176.91,811,761,0,0,0,1074376.74,824,445,110385.25,85,603,2716393.22,2083,771,1654298.74,1268,558,9145998.41,7012,751,9361217,7177,775,3006820.29,54570,341,4.56983331403748e-316,70914,504,4.09443099796788e-316,63537,267,55.1,23,226,"L",25.37,22.83,2011,"201122010"
22025,"Norway-Vulcan Area Schools","DICKINSON",22,778.14,441,1162636.39,1494,342,4823066.66,6198,567,664178.65,854,372,6653153.7,8550,550,3868896.59,4972,160,637288.55,819,587,0,0,0,4506185.14,5791,264,4215496.75,5417,241,351855.55,452,522,813441.71,1045,535,0,0,0,558876.59,718,597,222278.96,286,495,1946452.81,2501,696,1190434.51,1530,501,6452637.95,8292,495,6582965.11,8460,536,2130217.92,56760,285,4.83999547432221e-316,125893,298,2.50502314927384e-316,65158,256,37.53,21,422,"M",0,0,2011,"201122025"
22030,"Breitung Township School District","DICKINSON",22,1680.62,258,4029240.94,2397,188,8980387.82,5343,671,1072143.96,638,578,14130177.95,8408,617,7882871.01,4690,253,1212011.4,721,644,0,0,0,9094882.41,5412,416,8346530.22,4966,421,713834.82,425,550,1708236.29,1016,575,0,0,0,1171429.12,697,629,408320.38,243,529,4001820.61,2381,733,2714466.71,1615,472,13096703.02,7793,652,13330467.16,7932,705,4536760.22,67181,80,1.00493141591252e-315,121027,319,8.60101042134555e-316,103585,152,67.53,25,74,"K",0,0,2011,"201122030"
22045,"North Dickinson County Schools","DICKINSON",22,316.16,624,1257792.89,3978,93,1335276.47,4223,717,270287,855,370,2873698.92,9089,353,1341822.17,4244,473,373773.35,1182,317,0,0,0,1715595.52,5426,408,1511173.74,4780,475,112880.55,357,597,427707.65,1353,320,0,0,0,350181.48,1108,212,194107.04,614,76,1084876.72,3431,300,510230.68,1614,473,2800472.24,8858,298,2930898.97,9270,277,734203.35,43651,541,1.87559458354256e-316,120074,324,2.90351085720237e-316,185880,73,16.82,19,577,"N",0,0,2011,"201122045"
23010,"Bellevue Community Schools","EATON",23,628.64,505,1012413.57,1610,314,4464961.25,7103,275,397681.35,633,583,5899141.83,9384,266,2978785.04,4738,232,626823.84,997,446,0,0,0,3605608.88,5736,286,3462954.98,5509,214,293380.82,467,509,936302.38,1489,268,0,0,0,878803.66,1398,141,272559.33,434,280,2381046.19,3788,228,1408216.1,2240,153,5986655.07,9523,176,6130400.91,9752,190,1644934.68,53062,393,5.55143389779355e-316,178739,118,8.10157828386574e-317,26085,501,31,20,509,"M",0,0,2011,"201123010"
23030,"Charlotte Public Schools","EATON",23,2938.87,146,3962586.13,1348,377,19405867.94,6603,439,2102146.95,715,488,25549160.36,8694,490,12236133.93,4164,507,4127816.9,1405,189,0,0,0,16363950.83,5568,364,15045813.36,5120,345,2030707.85,691,338,2262059.02,770,770,0,0,0,2407711.01,819,455,1285002.68,437,274,7985480.56,2717,603,4818649.72,1640,458,24349431.39,8285,497,24992346.58,8504,521,6842614.28,50243,456,1.90075652673628e-315,130907,269,6.15903587845568e-316,42418,388,136.19,22,316,"I",0,0,2011,"201123030"
23050,"Eaton Rapids Public Schools","EATON",23,2769.47,161,3226863.43,1165,433,18491881.69,6677,408,1586526.65,573,646,23415335.77,8455,592,12325427.25,4450,374,3405334.01,1230,288,277828.02,0,0,16008589.28,5780,268,14936976.39,5393,250,1192882.94,431,543,2371785.09,856,732,0,0,0,1915451.64,692,639,1326348.15,479,207,6806467.82,2458,709,4534474.44,1637,461,22815057.1,8238,520,23444467.01,8465,531,6943401.1,57147,277,1.90292350854025e-315,139072,237,4.57370387371356e-316,33426,453,121.5,23,226,"I",0,0,2011,"201123050"
23060,"Grand Ledge Public Schools","EATON",23,5109.58,68,9541110.76,1867,263,30624487.4,5994,608,4417869.53,865,364,44741441.35,8756,467,20258291.02,4026,553,7309033.99,1453,160,152236.04,1951,83,27719561.05,5425,409,25612629.32,5013,389,2609334.37,511,479,4333293.48,848,738,0,0,0,4102748.72,803,475,3029941.58,593,83,14075318.15,2755,580,8123371.82,1590,482,41794879.2,8180,537,42435324.28,8305,598,12409731.07,58426,235,4.02471500533723e-315,159428,165,1.84794200602158e-315,73201,228,212.4,24,119,"D",34.26,43.75,2011,"201123060"
23065,"Maple Valley Schools","EATON",23,1314.33,317,1270011.19,966,492,9220524.23,7015,300,1247143.57,949,306,11816059.68,8990,393,6047976.16,4765,217,2205031.66,1737,80,48865.35,1086,112,8301873.17,6316,141,7705992.51,5863,130,661000.26,503,484,1365528.43,1039,542,0,0,0,1250824.35,952,308,748616.52,570,99,4025969.56,3063,425,2754092.57,2095,213,12327842.73,9380,194,12423579.87,9452,240,3207069.43,55438,317,7.67876016498806e-316,118250,331,1.51669260091638e-316,23357,512,57.85,22,316,"L",25,20,2011,"201123065"
23080,"Olivet Community Schools","EATON",23,1478.3,291,1563171.63,1057,470,10252246.77,6935,323,705909.72,478,710,12521328.12,8470,585,7671065.41,5189,102,1175266.42,795,605,0,0,0,8846331.83,5984,217,8518139.23,5762,157,769706.18,521,466,1472055.13,996,597,0,0,0,968211.66,655,679,702134.85,475,213,3912107.82,2646,632,2905273.9,1965,270,12758439.65,8630,372,12867088.24,8704,458,4189230.12,54754,334,6.92650534809714e-316,94835,447,1.60369662242429e-316,21957,522,76.51,19,577,"L",0,0,2011,"201123080"
23090,"Potterville Public Schools","EATON",23,1046.73,375,1030670.21,985,486,6733008.4,6432,497,1046670.99,1000,280,8822149.6,8428,605,4176244.41,4176,498,1218008.95,1218,293,89311.98,1917,85,5483565.34,5239,496,5032082.97,4807,468,578821.09,553,436,1041332.78,995,599,0,0,0,769107.89,735,576,297027.58,284,497,2686289.34,2566,666,1702896.82,1627,466,8169854.68,7805,647,8782398.66,8390,564,2417295.29,46983,505,4.17653566690538e-316,80760,486,1.38285911063961e-316,26740,495,51.45,19,577,"L",22.8,23.8,2011,"201123090"
23490,"Oneida Township S/D #3","EATON",23,15,780,81912.24,5461,60,106189.92,7079,282,4748,317,762,227788.43,15186,31,127127.24,8475,16,0,0,0,0,0,0,127127.24,8475,26,113068.25,7538,25,0,0,0,25026.99,1668,225,0,0,0,13179.07,879,374,0,0,0,38206.06,2547,676,5825,388,596,165333.3,11022,83,174910.3,11661,80,58100,58100,246,1.4155425412433e-317,191006,98,1.54235437056137e-317,208117,68,1,15,710,"N",0,0,2011,"201123490"
23901,"Island City Academy","EATON",23,207,690,60957.07,294,632,1475352.28,7127,270,0,0,0,1548187.35,7479,778,750419.32,3625,611,77120.6,373,737,0,0,0,827539.92,3998,687,761909.43,3681,583,17820.05,86,749,336664.16,1626,236,0,0,0,128938.55,623,706,0,0,0,483422.76,2335,738,191004.97,923,579,1310962.68,6333,774,1528053.25,7382,767,437409.81,40129,558,0,0,0,0,0,0,10.9,19,577,"N",0,0,2011,"201123901"
24020,"Harbor Springs School District","EMMET",24,977.62,392,10965257.65,11216,20,330510.3,338,781,314092.06,321,758,11612043.1,11878,74,6612395.53,6764,28,827823.23,847,568,0,0,0,7440218.76,7611,44,6982614.6,7142,32,718621.67,735,301,1564457.15,1600,245,0,0,0,1407724.96,1440,135,277951.46,284,497,3968755.24,4060,197,2792908.93,2857,56,11408974,11670,61,11724147.52,11993,63,3716185.23,64261,111,1.77703389227539e-315,367909,23,3.44370311896535e-315,712970,14,57.83,17,666,"M",0,0,2011,"201124020"
24030,"Alanson Public Schools","EMMET",24,328,623,1892136.34,5769,56,1077772.91,3286,731,324466.29,989,287,3294375.84,10044,154,1783593.87,5438,68,632708.41,1929,54,0,0,0,2416302.28,7367,53,1981060.46,6040,95,43168.43,132,736,408267.73,1245,377,0,0,0,218412.68,666,668,69509.62,212,547,739358.46,2254,755,202730.87,618,589,3155660.74,9621,162,3168371,9660,203,918829.94,52206,418,3.63125893111514e-316,224078,64,3.57308956882981e-316,220488,63,17.6,19,577,"N",0,0,2011,"201124030"
24040,"Pellston Public Schools","EMMET",24,652.31,493,3562549.98,5461,60,2300374.62,3527,729,597975.85,917,329,6471293.7,9921,169,3400478.67,5213,97,949974.96,1456,159,0,0,0,4350453.63,6669,95,3906058.26,5988,104,243705.96,374,588,810223.98,1242,379,0,0,0,567894.89,871,387,282207.63,433,283,1904032.46,2919,506,1082104.8,1659,454,6254486.09,9588,166,6464195.48,9910,167,1809073.03,50660,449,6.6915501081088e-316,207629,77,7.93907841312536e-316,246338,59,35.71,18,628,"M",0,0,2011,"201124040"
